is_target_candidate,target_type,original_chord_size,reduced_visible_count,held_before,baseline_completion_count,comparable_view_count,coverage_signature,evidence_state,resolutions
no,TapHead,4,3,present,3,2,11001000,ObservedSupport,1
no,TapHead,4,3,present,3,2,11100000,AmbiguousEvidence,3
no,TapHead,4,3,present,3,2,11100000,LocalMismatch,4
no,TapHead,4,3,present,3,3,10101100,LocalMismatch,2
no,TapHead,4,3,present,3,3,11001100,AmbiguousEvidence,3
no,TapHead,4,3,present,3,3,11001100,LocalMismatch,9
no,TapHead,4,3,present,3,3,11001100,ObservedSupport,1
no,TapHead,4,3,present,3,3,11101000,AmbiguousEvidence,4
no,TapHead,4,3,present,3,3,11101000,LocalMismatch,14
no,TapHead,4,3,present,3,3,11101000,ObservedSupport,1
no,TapHead,4,3,present,3,3,11110000,AmbiguousEvidence,8
no,TapHead,4,3,present,3,3,11110000,LocalMismatch,10
no,TapHead,4,3,present,3,3,11110000,ObservedSupport,1
no,TapHead,4,3,present,3,4,10111100,AmbiguousEvidence,3
no,TapHead,4,3,present,3,4,11101100,LocalMismatch,2
no,TapHead,4,3,present,3,4,11111000,AmbiguousEvidence,3
no,TapHead,4,3,present,3,4,11111000,LocalMismatch,9
no,TapHead,4,3,present,3,5,10111110,LocalMismatch,2
no,TapHead,4,3,present,3,5,10111110,ObservedSupport,1
no,TapHead,4,3,present,3,5,11111100,AmbiguousEvidence,4
no,TapHead,4,3,present,3,5,11111100,LocalMismatch,4
no,TapHead,4,3,present,3,6,11111110,LocalMismatch,4
no,TapHead,4,3,present,3,7,11111111,AmbiguousEvidence,4
no,TapHead,4,3,present,3,7,11111111,LocalMismatch,4
no,TapHead,4,3,present,4,0,10000000,NoComparableContext,92
no,TapHead,4,3,present,4,1,10001000,LocalMismatch,25
no,TapHead,4,3,present,4,1,10001000,ObservedSupport,13
no,TapHead,4,3,present,4,1,10100000,LocalMismatch,15
no,TapHead,4,3,present,4,1,10100000,ObservedSupport,6
no,TapHead,4,3,present,4,1,11000000,LocalMismatch,56
no,TapHead,4,3,present,4,1,11000000,ObservedSupport,14
no,TapHead,4,3,present,4,2,10001100,LocalMismatch,9
no,TapHead,4,3,present,4,2,10001100,ObservedSupport,1
no,TapHead,4,3,present,4,2,10101000,AmbiguousEvidence,2
no,TapHead,4,3,present,4,2,10101000,LocalMismatch,4
no,TapHead,4,3,present,4,2,10101000,ObservedSupport,1
no,TapHead,4,3,present,4,2,10110000,LocalMismatch,5
no,TapHead,4,3,present,4,2,10110000,ObservedSupport,2
no,TapHead,4,3,present,4,2,11001000,AmbiguousEvidence,8
no,TapHead,4,3,present,4,2,11001000,LocalMismatch,22
no,TapHead,4,3,present,4,2,11001000,ObservedSupport,3
no,TapHead,4,3,present,4,2,11100000,AmbiguousEvidence,4
no,TapHead,4,3,present,4,2,11100000,LocalMismatch,4
no,TapHead,4,3,present,4,2,11100000,ObservedSupport,1
no,TapHead,4,3,present,4,3,10101100,AmbiguousEvidence,5
no,TapHead,4,3,present,4,3,10101100,LocalMismatch,7
no,TapHead,4,3,present,4,3,11001100,AmbiguousEvidence,5
no,TapHead,4,3,present,4,3,11001100,LocalMismatch,8
no,TapHead,4,3,present,4,3,11001100,ObservedSupport,1
no,TapHead,4,3,present,4,3,11101000,AmbiguousEvidence,10
no,TapHead,4,3,present,4,3,11101000,LocalMismatch,3
no,TapHead,4,3,present,4,3,11110000,AmbiguousEvidence,4
no,TapHead,4,3,present,4,3,11110000,LocalMismatch,12
no,TapHead,4,3,present,4,3,11110000,ObservedSupport,2
no,TapHead,4,3,present,4,4,11101100,AmbiguousEvidence,10
no,TapHead,4,3,present,4,4,11101100,LocalMismatch,6
no,TapHead,4,3,present,4,4,11111000,AmbiguousEvidence,11
no,TapHead,4,3,present,4,4,11111000,LocalMismatch,13
no,TapHead,4,3,present,4,5,11111100,AmbiguousEvidence,24
no,TapHead,4,3,present,4,5,11111100,LocalMismatch,9
no,TapHead,4,3,present,4,6,11111110,AmbiguousEvidence,8
no,TapHead,4,3,present,4,6,11111110,LocalMismatch,4
no,TapHead,4,3,present,4,7,11111111,AmbiguousEvidence,2
no,TapHead,4,3,present,4,7,11111111,LocalMismatch,10
no,TapHead,4,3,present,5,0,10000000,NoComparableContext,89
no,TapHead,4,3,present,5,1,10001000,LocalMismatch,16
no,TapHead,4,3,present,5,1,10001000,ObservedSupport,4
no,TapHead,4,3,present,5,1,10100000,LocalMismatch,13
no,TapHead,4,3,present,5,1,10100000,ObservedSupport,4
no,TapHead,4,3,present,5,1,11000000,LocalMismatch,57
no,TapHead,4,3,present,5,1,11000000,ObservedSupport,20
no,TapHead,4,3,present,5,2,10001100,AmbiguousEvidence,2
no,TapHead,4,3,present,5,2,10001100,LocalMismatch,15
no,TapHead,4,3,present,5,2,10001100,ObservedSupport,3
no,TapHead,4,3,present,5,2,10101000,AmbiguousEvidence,2
no,TapHead,4,3,present,5,2,10101000,LocalMismatch,5
no,TapHead,4,3,present,5,2,10101000,ObservedSupport,1
no,TapHead,4,3,present,5,2,10110000,LocalMismatch,4
no,TapHead,4,3,present,5,2,10110000,ObservedSupport,1
no,TapHead,4,3,present,5,2,11001000,AmbiguousEvidence,9
no,TapHead,4,3,present,5,2,11001000,LocalMismatch,31
no,TapHead,4,3,present,5,2,11001000,ObservedSupport,1
no,TapHead,4,3,present,5,2,11100000,AmbiguousEvidence,15
no,TapHead,4,3,present,5,2,11100000,LocalMismatch,19
no,TapHead,4,3,present,5,2,11100000,ObservedSupport,3
no,TapHead,4,3,present,5,3,10101100,AmbiguousEvidence,2
no,TapHead,4,3,present,5,3,10101100,LocalMismatch,2
no,TapHead,4,3,present,5,3,11001100,AmbiguousEvidence,10
no,TapHead,4,3,present,5,3,11001100,LocalMismatch,17
no,TapHead,4,3,present,5,3,11001100,ObservedSupport,2
no,TapHead,4,3,present,5,3,11101000,LocalMismatch,27
no,TapHead,4,3,present,5,3,11101000,ObservedSupport,1
no,TapHead,4,3,present,5,3,11110000,AmbiguousEvidence,2
no,TapHead,4,3,present,5,3,11110000,LocalMismatch,6
no,TapHead,4,3,present,5,4,11101100,AmbiguousEvidence,16
no,TapHead,4,3,present,5,4,11101100,LocalMismatch,8
no,TapHead,4,3,present,5,4,11111000,AmbiguousEvidence,6
no,TapHead,4,3,present,5,4,11111000,LocalMismatch,6
no,TapHead,4,3,present,5,5,11111100,AmbiguousEvidence,24
no,TapHead,4,3,present,5,5,11111100,LocalMismatch,16
no,TapHead,4,3,present,5,6,11111110,AmbiguousEvidence,8
no,TapHead,4,3,present,5,6,11111110,LocalMismatch,8
no,TapHead,4,3,present,6,0,10000000,NoComparableContext,51
no,TapHead,4,3,present,6,1,10100000,LocalMismatch,7
no,TapHead,4,3,present,6,1,10100000,ObservedSupport,3
no,TapHead,4,3,present,6,1,11000000,LocalMismatch,13
no,TapHead,4,3,present,6,1,11000000,ObservedSupport,4
no,TapHead,4,3,present,6,2,10001100,LocalMismatch,5
no,TapHead,4,3,present,6,2,10101000,LocalMismatch,9
no,TapHead,4,3,present,6,2,10101000,ObservedSupport,1
no,TapHead,4,3,present,6,2,11001000,AmbiguousEvidence,12
no,TapHead,4,3,present,6,2,11001000,LocalMismatch,43
no,TapHead,4,3,present,6,2,11001000,ObservedSupport,2
no,TapHead,4,3,present,6,2,11100000,AmbiguousEvidence,3
no,TapHead,4,3,present,6,2,11100000,LocalMismatch,7
no,TapHead,4,3,present,6,3,10101100,AmbiguousEvidence,1
no,TapHead,4,3,present,6,3,10101100,LocalMismatch,3
no,TapHead,4,3,present,6,3,10101100,ObservedSupport,1
no,TapHead,4,3,present,6,3,11001100,AmbiguousEvidence,1
no,TapHead,4,3,present,6,3,11001100,LocalMismatch,4
no,TapHead,4,3,present,6,3,11101000,AmbiguousEvidence,2
no,TapHead,4,3,present,6,3,11101000,LocalMismatch,13
no,TapHead,4,3,present,6,3,11110000,AmbiguousEvidence,1
no,TapHead,4,3,present,6,3,11110000,LocalMismatch,3
no,TapHead,4,3,present,6,3,11110000,ObservedSupport,1
no,TapHead,4,3,present,6,4,11101100,AmbiguousEvidence,3
no,TapHead,4,3,present,6,4,11101100,LocalMismatch,12
no,TapHead,4,3,present,6,4,11111000,AmbiguousEvidence,5
no,TapHead,4,3,present,6,4,11111000,LocalMismatch,14
no,TapHead,4,3,present,6,4,11111000,ObservedSupport,1
no,TapHead,4,3,present,6,5,11111100,AmbiguousEvidence,2
no,TapHead,4,3,present,6,5,11111100,LocalMismatch,3
no,TapHead,4,3,present,7,0,10000000,NoComparableContext,6
no,TapHead,4,3,present,7,1,10001000,LocalMismatch,6
no,TapHead,4,3,present,7,2,10101000,AmbiguousEvidence,1
no,TapHead,4,3,present,7,2,10101000,LocalMismatch,5
no,TapHead,4,3,present,7,2,11100000,AmbiguousEvidence,2
no,TapHead,4,3,present,7,2,11100000,LocalMismatch,4
no,TapHead,4,3,present,7,3,11101000,AmbiguousEvidence,4
no,TapHead,4,3,present,7,3,11101000,LocalMismatch,32
no,TapHead,4,3,present,8,4,11101100,AmbiguousEvidence,4
no,TapHead,4,3,present,8,4,11101100,LocalMismatch,3
no,TapHead,5,4,absent,1,0,10000000,NoComparableContext,10
no,TapHead,5,4,absent,1,1,10001000,ObservedSupport,1
no,TapHead,5,4,absent,1,1,10100000,ObservedSupport,1
no,TapHead,5,4,absent,1,1,11000000,ObservedSupport,34
no,TapHead,5,4,absent,1,2,11001000,ObservedSupport,2
no,TapHead,5,4,absent,1,3,11001100,ObservedSupport,2
no,TapHead,5,4,absent,2,0,10000000,NoComparableContext,4
no,TapHead,5,4,absent,2,1,10100000,LocalMismatch,1
no,TapHead,5,4,absent,2,1,10100000,ObservedSupport,1
no,TapHead,5,4,absent,2,1,11000000,LocalMismatch,10
no,TapHead,5,4,absent,2,1,11000000,ObservedSupport,91
no,TapHead,5,4,absent,2,2,11001000,AmbiguousEvidence,12
no,TapHead,5,4,absent,2,2,11001000,ObservedSupport,9
no,TapHead,5,4,absent,2,2,11100000,AmbiguousEvidence,14
no,TapHead,5,4,absent,2,2,11100000,LocalMismatch,1
no,TapHead,5,4,absent,2,2,11100000,ObservedSupport,8
no,TapHead,5,4,absent,2,3,11001100,AmbiguousEvidence,35
no,TapHead,5,4,absent,2,3,11001100,ObservedSupport,3
no,TapHead,5,4,absent,2,3,11101000,AmbiguousEvidence,40
no,TapHead,5,4,absent,2,3,11101000,LocalMismatch,2
no,TapHead,5,4,absent,2,3,11101000,ObservedSupport,3
no,TapHead,5,4,absent,2,3,11110000,AmbiguousEvidence,10
no,TapHead,5,4,absent,2,3,11110000,ObservedSupport,6
no,TapHead,5,4,absent,2,4,11101100,AmbiguousEvidence,19
no,TapHead,5,4,absent,2,4,11111000,AmbiguousEvidence,14
no,TapHead,5,4,absent,2,5,11111100,AmbiguousEvidence,31
no,TapHead,5,4,absent,2,7,11111111,AmbiguousEvidence,37
no,TapHead,5,4,absent,2,7,11111111,ObservedSupport,2
no,TapHead,5,4,absent,3,0,10000000,NoComparableContext,3
no,TapHead,5,4,absent,3,1,11000000,LocalMismatch,19
no,TapHead,5,4,absent,3,1,11000000,ObservedSupport,345
no,TapHead,5,4,absent,3,2,11001000,AmbiguousEvidence,83
no,TapHead,5,4,absent,3,2,11001000,LocalMismatch,4
no,TapHead,5,4,absent,3,2,11001000,ObservedSupport,29
no,TapHead,5,4,absent,3,2,11100000,AmbiguousEvidence,98
no,TapHead,5,4,absent,3,2,11100000,LocalMismatch,5
no,TapHead,5,4,absent,3,2,11100000,ObservedSupport,31
no,TapHead,5,4,absent,3,3,11001100,AmbiguousEvidence,102
no,TapHead,5,4,absent,3,3,11001100,LocalMismatch,3
no,TapHead,5,4,absent,3,3,11001100,ObservedSupport,31
no,TapHead,5,4,absent,3,3,11101000,AmbiguousEvidence,239
no,TapHead,5,4,absent,3,3,11101000,LocalMismatch,1
no,TapHead,5,4,absent,3,3,11101000,ObservedSupport,14
no,TapHead,5,4,absent,3,3,11110000,AmbiguousEvidence,155
no,TapHead,5,4,absent,3,3,11110000,LocalMismatch,2
no,TapHead,5,4,absent,3,3,11110000,ObservedSupport,49
no,TapHead,5,4,absent,3,4,11101100,AmbiguousEvidence,235
no,TapHead,5,4,absent,3,4,11101100,LocalMismatch,3
no,TapHead,5,4,absent,3,4,11101100,ObservedSupport,12
no,TapHead,5,4,absent,3,4,11111000,AmbiguousEvidence,232
no,TapHead,5,4,absent,3,4,11111000,LocalMismatch,2
no,TapHead,5,4,absent,3,4,11111000,ObservedSupport,22
no,TapHead,5,4,absent,3,5,11111100,AmbiguousEvidence,458
no,TapHead,5,4,absent,3,7,11111111,AmbiguousEvidence,408
no,TapHead,5,4,absent,3,7,11111111,ObservedSupport,6
no,TapHead,5,4,absent,4,1,11000000,LocalMismatch,4
no,TapHead,5,4,absent,4,1,11000000,ObservedSupport,32
no,TapHead,5,4,absent,4,2,10110000,LocalMismatch,3
no,TapHead,5,4,absent,4,2,10110000,ObservedSupport,1
no,TapHead,5,4,absent,4,2,11001000,AmbiguousEvidence,3
no,TapHead,5,4,absent,4,2,11100000,AmbiguousEvidence,14
no,TapHead,5,4,absent,4,2,11100000,LocalMismatch,4
no,TapHead,5,4,absent,4,2,11100000,ObservedSupport,3
no,TapHead,5,4,absent,4,3,11001100,AmbiguousEvidence,3
no,TapHead,5,4,absent,4,3,11101000,AmbiguousEvidence,13
no,TapHead,5,4,absent,4,3,11101000,LocalMismatch,5
no,TapHead,5,4,absent,4,3,11110000,AmbiguousEvidence,3
no,TapHead,5,4,absent,4,3,11110000,LocalMismatch,2
no,TapHead,5,4,absent,4,3,11110000,ObservedSupport,1
no,TapHead,5,4,absent,4,4,11101100,AmbiguousEvidence,6
no,TapHead,5,4,absent,4,4,11111000,AmbiguousEvidence,9
no,TapHead,5,4,absent,4,5,11111100,AmbiguousEvidence,9
no,TapHead,5,4,absent,5,1,11000000,LocalMismatch,3
no,TapHead,5,4,absent,5,1,11000000,ObservedSupport,2
no,TapHead,5,4,present,1,0,10000000,NoComparableContext,43
no,TapHead,5,4,present,1,1,10001000,ObservedSupport,1
no,TapHead,5,4,present,1,1,10100000,ObservedSupport,1
no,TapHead,5,4,present,1,1,11000000,ObservedSupport,7
no,TapHead,5,4,present,1,3,11110000,ObservedSupport,1
no,TapHead,5,4,present,2,0,10000000,NoComparableContext,32
no,TapHead,5,4,present,2,1,10001000,ObservedSupport,1
no,TapHead,5,4,present,2,1,11000000,LocalMismatch,3
no,TapHead,5,4,present,2,1,11000000,ObservedSupport,3
no,TapHead,5,4,present,2,2,10001100,LocalMismatch,4
no,TapHead,5,4,present,2,2,10001100,ObservedSupport,2
no,TapHead,5,4,present,2,7,11111111,LocalMismatch,2
no,TapHead,5,4,present,3,0,10000000,NoComparableContext,33
no,TapHead,5,4,present,3,1,10001000,LocalMismatch,2
no,TapHead,5,4,present,3,1,10001000,ObservedSupport,1
no,TapHead,5,4,present,3,1,10100000,LocalMismatch,2
no,TapHead,5,4,present,3,1,10100000,ObservedSupport,2
no,TapHead,5,4,present,3,1,11000000,LocalMismatch,4
no,TapHead,5,4,present,3,1,11000000,ObservedSupport,2
no,TapHead,5,4,present,3,2,10001100,LocalMismatch,6
no,TapHead,5,4,present,3,2,10001100,ObservedSupport,3
no,TapHead,5,4,present,3,2,10101000,AmbiguousEvidence,2
no,TapHead,5,4,present,3,2,10101000,LocalMismatch,1
no,TapHead,5,4,present,3,2,10110000,LocalMismatch,4
no,TapHead,5,4,present,3,2,10110000,ObservedSupport,2
no,TapHead,5,4,present,3,2,11001000,AmbiguousEvidence,3
no,TapHead,5,4,present,3,3,11101000,LocalMismatch,2
no,TapHead,5,4,present,3,4,11101100,LocalMismatch,2
no,TapHead,5,4,present,3,4,11111000,LocalMismatch,2
no,TapHead,5,4,present,3,7,11111111,LocalMismatch,12
no,TapHead,5,4,present,4,0,10000000,NoComparableContext,13
no,TapHead,5,4,present,4,1,10001000,LocalMismatch,1
no,TapHead,5,4,present,4,1,10001000,ObservedSupport,2
no,TapHead,5,4,present,4,1,11000000,LocalMismatch,11
no,TapHead,5,4,present,4,1,11000000,ObservedSupport,4
no,TapHead,5,4,present,4,2,10101000,AmbiguousEvidence,1
no,TapHead,5,4,present,4,2,10101000,LocalMismatch,2
no,TapHead,5,4,present,4,2,10110000,LocalMismatch,3
no,TapHead,5,4,present,4,2,10110000,ObservedSupport,1
no,TapHead,5,4,present,4,2,11001000,LocalMismatch,2
no,TapHead,5,4,present,4,2,11001000,ObservedSupport,1
no,TapHead,5,4,present,4,4,10111100,AmbiguousEvidence,2
no,TapHead,5,4,present,4,4,10111100,LocalMismatch,2
no,TapHead,5,4,present,4,5,11111100,AmbiguousEvidence,2
no,TapHead,5,4,present,4,5,11111100,LocalMismatch,1
no,TapHead,5,4,present,4,7,11111111,AmbiguousEvidence,4
no,TapHead,5,4,present,4,7,11111111,LocalMismatch,2
no,TapHead,5,4,present,5,0,10000000,NoComparableContext,5
no,TapHead,5,4,present,5,1,11000000,LocalMismatch,3
no,TapHead,5,4,present,5,1,11000000,ObservedSupport,2
no,TapHead,6,5,absent,1,0,10000000,NoComparableContext,1
no,TapHead,6,5,absent,1,1,11000000,ObservedSupport,41
no,TapHead,6,5,absent,1,3,11001100,ObservedSupport,2
no,TapHead,6,5,absent,2,1,11000000,ObservedSupport,40
no,TapHead,6,5,absent,2,2,11001000,AmbiguousEvidence,10
no,TapHead,6,5,absent,2,3,11001100,AmbiguousEvidence,10
no,TapHead,6,5,absent,2,3,11001100,ObservedSupport,1
no,TapHead,6,5,absent,2,3,11110000,AmbiguousEvidence,12
no,TapHead,6,5,absent,2,3,11110000,ObservedSupport,2
no,TapHead,6,5,absent,2,4,11111000,AmbiguousEvidence,6
no,TapHead,6,5,absent,2,5,11111100,AmbiguousEvidence,12
no,TapHead,6,5,present,1,0,10000000,NoComparableContext,3
no,TapHead,7,6,absent,1,1,11000000,ObservedSupport,1
no,TapHead,7,6,absent,2,1,11000000,ObservedSupport,10
no,TapHead,7,6,absent,2,2,11001000,AmbiguousEvidence,8
no,TapHead,7,6,absent,2,2,11100000,AmbiguousEvidence,4
no,TapHead,7,6,absent,2,2,11100000,ObservedSupport,2
no,TapHead,7,6,absent,2,3,11001100,ObservedSupport,1
no,TapHead,7,6,absent,2,3,11110000,AmbiguousEvidence,4
no,TapHead,7,6,absent,2,4,11111000,AmbiguousEvidence,4
no,TapHead,7,6,absent,2,5,11111100,AmbiguousEvidence,2
yes,LongNoteHead,2,1,absent,0,0,00000000,NoComparableContext,1
yes,LongNoteHead,2,1,absent,1,0,10000000,NoComparableContext,1
yes,LongNoteHead,2,1,absent,10,1,11000000,ObservedSupport,6
yes,LongNoteHead,2,1,absent,10,2,11001000,AmbiguousEvidence,3
yes,LongNoteHead,2,1,absent,10,2,11100000,AmbiguousEvidence,2
yes,LongNoteHead,2,1,absent,10,3,11001100,AmbiguousEvidence,3
yes,LongNoteHead,2,1,absent,10,3,11101000,AmbiguousEvidence,2
yes,LongNoteHead,2,1,absent,10,3,11101000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,10,3,11101000,ObservedSupport,2
yes,LongNoteHead,2,1,absent,10,3,11110000,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,10,5,11111100,AmbiguousEvidence,5
yes,LongNoteHead,2,1,absent,10,5,11111100,LocalMismatch,1
yes,LongNoteHead,2,1,absent,11,1,11000000,LocalMismatch,2
yes,LongNoteHead,2,1,absent,11,1,11000000,ObservedSupport,14
yes,LongNoteHead,2,1,absent,11,2,11001000,AmbiguousEvidence,2
yes,LongNoteHead,2,1,absent,11,2,11001000,ObservedSupport,2
yes,LongNoteHead,2,1,absent,11,2,11100000,AmbiguousEvidence,4
yes,LongNoteHead,2,1,absent,11,3,11001100,AmbiguousEvidence,8
yes,LongNoteHead,2,1,absent,11,3,11001100,LocalMismatch,1
yes,LongNoteHead,2,1,absent,11,3,11001100,ObservedSupport,2
yes,LongNoteHead,2,1,absent,11,3,11101000,AmbiguousEvidence,14
yes,LongNoteHead,2,1,absent,11,3,11101000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,11,3,11101000,ObservedSupport,2
yes,LongNoteHead,2,1,absent,11,3,11110000,AmbiguousEvidence,3
yes,LongNoteHead,2,1,absent,11,3,11110000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,11,3,11110000,ObservedSupport,3
yes,LongNoteHead,2,1,absent,11,4,11101100,AmbiguousEvidence,8
yes,LongNoteHead,2,1,absent,11,4,11111000,AmbiguousEvidence,4
yes,LongNoteHead,2,1,absent,11,5,11111100,AmbiguousEvidence,8
yes,LongNoteHead,2,1,absent,11,5,11111100,LocalMismatch,1
yes,LongNoteHead,2,1,absent,11,6,11111110,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,12,1,11000000,LocalMismatch,8
yes,LongNoteHead,2,1,absent,12,1,11000000,ObservedSupport,27
yes,LongNoteHead,2,1,absent,12,2,11001000,AmbiguousEvidence,6
yes,LongNoteHead,2,1,absent,12,2,11001000,LocalMismatch,7
yes,LongNoteHead,2,1,absent,12,2,11100000,AmbiguousEvidence,8
yes,LongNoteHead,2,1,absent,12,2,11100000,LocalMismatch,2
yes,LongNoteHead,2,1,absent,12,2,11100000,ObservedSupport,7
yes,LongNoteHead,2,1,absent,12,3,11001100,AmbiguousEvidence,11
yes,LongNoteHead,2,1,absent,12,3,11001100,LocalMismatch,3
yes,LongNoteHead,2,1,absent,12,3,11001100,ObservedSupport,6
yes,LongNoteHead,2,1,absent,12,3,11101000,AmbiguousEvidence,25
yes,LongNoteHead,2,1,absent,12,3,11101000,LocalMismatch,3
yes,LongNoteHead,2,1,absent,12,3,11101000,ObservedSupport,5
yes,LongNoteHead,2,1,absent,12,3,11110000,AmbiguousEvidence,5
yes,LongNoteHead,2,1,absent,12,3,11110000,LocalMismatch,2
yes,LongNoteHead,2,1,absent,12,3,11110000,ObservedSupport,1
yes,LongNoteHead,2,1,absent,12,4,11101100,AmbiguousEvidence,16
yes,LongNoteHead,2,1,absent,12,4,11101100,LocalMismatch,3
yes,LongNoteHead,2,1,absent,12,4,11101100,ObservedSupport,1
yes,LongNoteHead,2,1,absent,12,4,11111000,AmbiguousEvidence,9
yes,LongNoteHead,2,1,absent,12,5,11111100,AmbiguousEvidence,15
yes,LongNoteHead,2,1,absent,12,5,11111100,LocalMismatch,1
yes,LongNoteHead,2,1,absent,12,6,11111110,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,12,7,11111111,ObservedSupport,2
yes,LongNoteHead,2,1,absent,5,3,11110000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,6,1,11000000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,6,2,11001000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,6,2,11100000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,6,2,11100000,ObservedSupport,2
yes,LongNoteHead,2,1,absent,6,3,11001100,ObservedSupport,5
yes,LongNoteHead,2,1,absent,6,3,11101000,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,6,3,11101000,ObservedSupport,1
yes,LongNoteHead,2,1,absent,6,3,11110000,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,6,3,11110000,ObservedSupport,2
yes,LongNoteHead,2,1,absent,6,4,11101100,AmbiguousEvidence,3
yes,LongNoteHead,2,1,absent,6,4,11101100,ObservedSupport,1
yes,LongNoteHead,2,1,absent,6,4,11111000,AmbiguousEvidence,2
yes,LongNoteHead,2,1,absent,6,4,11111000,ObservedSupport,4
yes,LongNoteHead,2,1,absent,6,5,11111100,AmbiguousEvidence,8
yes,LongNoteHead,2,1,absent,6,7,11111111,ObservedSupport,22
yes,LongNoteHead,2,1,absent,7,1,11000000,LocalMismatch,6
yes,LongNoteHead,2,1,absent,7,2,11001000,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,7,2,11100000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,7,3,11001100,AmbiguousEvidence,2
yes,LongNoteHead,2,1,absent,7,3,11001100,LocalMismatch,1
yes,LongNoteHead,2,1,absent,7,3,11110000,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,7,4,11101100,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,8,1,11000000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,8,1,11000000,ObservedSupport,1
yes,LongNoteHead,2,1,absent,8,3,11001100,ObservedSupport,2
yes,LongNoteHead,2,1,absent,8,3,11110000,ObservedSupport,1
yes,LongNoteHead,2,1,absent,8,4,11101100,LocalMismatch,1
yes,LongNoteHead,2,1,absent,8,4,11111000,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,8,5,11111100,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,8,5,11111100,LocalMismatch,1
yes,LongNoteHead,2,1,absent,9,1,11000000,LocalMismatch,3
yes,LongNoteHead,2,1,absent,9,1,11000000,ObservedSupport,5
yes,LongNoteHead,2,1,absent,9,2,11001000,AmbiguousEvidence,1
yes,LongNoteHead,2,1,absent,9,3,11001100,AmbiguousEvidence,3
yes,LongNoteHead,2,1,absent,9,3,11001100,LocalMismatch,1
yes,LongNoteHead,2,1,absent,9,3,11101000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,9,3,11110000,LocalMismatch,1
yes,LongNoteHead,2,1,absent,9,4,11111000,LocalMismatch,1
yes,LongNoteHead,2,1,present,0,0,00000000,NoComparableContext,2
yes,LongNoteHead,2,1,present,10,0,10000000,NoComparableContext,1
yes,LongNoteHead,2,1,present,10,1,11000000,LocalMismatch,8
yes,LongNoteHead,2,1,present,10,1,11000000,ObservedSupport,6
yes,LongNoteHead,2,1,present,10,2,10001100,ObservedSupport,2
yes,LongNoteHead,2,1,present,10,2,10101000,AmbiguousEvidence,1
yes,LongNoteHead,2,1,present,10,2,10101000,LocalMismatch,1
yes,LongNoteHead,2,1,present,10,2,11001000,LocalMismatch,1
yes,LongNoteHead,2,1,present,10,2,11001000,ObservedSupport,1
yes,LongNoteHead,2,1,present,10,2,11100000,AmbiguousEvidence,5
yes,LongNoteHead,2,1,present,10,2,11100000,ObservedSupport,4
yes,LongNoteHead,2,1,present,10,3,10101100,LocalMismatch,1
yes,LongNoteHead,2,1,present,10,3,11001100,AmbiguousEvidence,11
yes,LongNoteHead,2,1,present,10,3,11001100,LocalMismatch,1
yes,LongNoteHead,2,1,present,10,3,11001100,ObservedSupport,7
yes,LongNoteHead,2,1,present,10,3,11101000,AmbiguousEvidence,2
yes,LongNoteHead,2,1,present,10,3,11101000,LocalMismatch,2
yes,LongNoteHead,2,1,present,10,3,11101000,ObservedSupport,1
yes,LongNoteHead,2,1,present,10,3,11110000,AmbiguousEvidence,10
yes,LongNoteHead,2,1,present,10,3,11110000,LocalMismatch,5
yes,LongNoteHead,2,1,present,10,3,11110000,ObservedSupport,7
yes,LongNoteHead,2,1,present,10,4,10111100,AmbiguousEvidence,5
yes,LongNoteHead,2,1,present,10,4,10111100,LocalMismatch,1
yes,LongNoteHead,2,1,present,10,4,11101100,AmbiguousEvidence,5
yes,LongNoteHead,2,1,present,10,4,11111000,AmbiguousEvidence,2
yes,LongNoteHead,2,1,present,10,5,10111110,AmbiguousEvidence,1
yes,LongNoteHead,2,1,present,10,5,10111110,ObservedSupport,1
yes,LongNoteHead,2,1,present,10,5,11111100,AmbiguousEvidence,47
yes,LongNoteHead,2,1,present,10,5,11111100,LocalMismatch,2
yes,LongNoteHead,2,1,present,10,6,11111110,AmbiguousEvidence,11
yes,LongNoteHead,2,1,present,10,7,11111111,ObservedSupport,4
yes,LongNoteHead,2,1,present,11,0,10000000,NoComparableContext,11
yes,LongNoteHead,2,1,present,11,1,10100000,LocalMismatch,3
